DS100;Breite;Laenge
NDTH;49.43707;11.117378
NNES;49.409605;11.0477507
NNER;49.472061;11.137293
NNLH;49.462948;11.168477
NNMO;49.459213;11.133866
NNRE.NNRF;49.3821144;11.0388565
NNSR;49.429585;11.05465
NNSW;49.434377;11.045403
NNST;49.425552;11.018171
NNSE.NNSN;49.442836;11.0682
TNU;48.627997;9.342648
RNBO;49.354245;8.158313
TNUF;48.620278;8.889796
NNRH;49.462625;11.154754
NSTD;49.430795;11.130044
TOAI;48.705193;9.127335
FORA;49.832029;8.74337
FOW;50.429511;8.933836
MOA;47.599545;11.057078
NOA;49.416681;10.964247
MOU;47.559273;11.139272
MOD;47.65279;12.175262
SOH;50.282929;6.638337
SOG;49.710162;6.511634
FOBA;50.577129;9.564221
TOBB;48.647928;9.364135
FOB;50.354498;8.187801
KOB;51.053072;6.135084
NON;49.4180788;10.4231179
FOBD;50.196149;8.823385
TOLC;48.447573;10.083024
FOSN;51.376323;9.250929
KOE;50.719911;7.659393
TOES;48.729876;9.327267
NOB;49.331477;11.333429
MOGS;47.707537;11.563533
MOGB;48.421926;11.07976
NOH;49.929468;10.817637
FOHS;50.449865;7.958384
EOHT;51.534574;6.810455
EOSD;51.512086;6.843543
ROB;48.529031;8.07689
ROBK;48.524845;8.089437
TON;48.782359;10.107654
KOL;50.299926;7.603964
RLAU;47.629088;8.322193
MOLH;48.755409;12.217908
SOW;49.450707;7.151116
SOBM;49.456253;7.501412
NOBN;49.934537;9.136088
NOE;49.840738;9.154222
TOB;48.295669;8.575514
EOBW;50.952239;8.300167
FOBH;50.315888;7.853001
MOMN;48.235868;10.851834
ROSC;49.416925;9.27885
MOSM;48.257226;11.55783
NOBS;50.209019;9.617798
MOSF;47.554206;10.025285
MOF;47.411032;10.278097
FOBS;50.950619;10.026229
NOT;48.967537;12.169996
FOTS;50.072226;8.853417
ROT;48.745806;8.34753
RUDM;47.736997;9.248419
FOU;50.199423;8.589409
FOV;51.359679;9.452475
FOBW;50.10446;7.731542
ROD;48.152529;8.044583
KOWI;50.611356;7.207696
TOBZ;47.751727;9.574475
NOK;49.362839;11.253831
HOCH;53.202166;7.886468
EOP;52.201616;7.184036
FOCK;49.950552;7.965441
KODE;50.651162;6.879764
TCP;49.201961;9.526919
TOE;49.203214;9.502705
TOEW;49.20014;9.485804
EOEL;51.829112;8.142599
HKOE;52.200591;8.111626
HOES;52.208729;8.064317
NOER;50.143278;10.130921
EOER;51.978774;8.666016
TOED;48.98581;8.753677
NRTL;50.288366;11.031308
FOE;50.002659;8.0189
ROH;48.888526;8.240582
TOET;48.966571;8.813508
ROKS;48.459784;7.955192
FOWH;50.081691;8.828938
EOVP;51.39202;8.132081
ROU;49.246414;9.165293
FOO;50.102765;8.784375
FOBI;50.090547;8.808367
FOFF;49.981851;8.74964
MOFF;48.481846;10.376003
ROFH;49.373505;8.579013
AOPS;53.620873;10.031968
MOH;47.634091;11.218066
FOK;50.252664;8.75335
HOK;51.904879;10.478146
MOL;48.209995;11.335602
HOLB;53.283432;8.810466
AOL;54.283824;10.882838
HOLW;53.151804;8.178156
EOLP;51.027738;7.841447
EOLS;51.360495;8.484206
SOU;49.538071;7.652759
ROP;48.471999;8.159761
FOPP;49.85756;8.358078
TOP;48.981518;9.462785
RORW;48.274192;7.790281
HOHT;52.280935;8.045902
HSUN;52.231807;8.021413
KMBO;51.269017;6.625981
NOS;48.695474;13.018705
MOSH;47.687655;11.986881
HOSS;53.222776;8.797434
MOM;47.942148;12.041588
HOTM;51.726038;10.245443
HOTL;51.717059;10.273027
KOSS;50.245071;7.615074
AODT;54.102219;9.575455
HOTW;52.097344;9.636544
FOM;50.406598;8.675319
FOS;50.2191;8.903381
FOHF;49.705423;8.325988
AOH;53.559233;9.885967
HOTT;51.71099;9.304909
ROTU;48.792877;8.338314
MONH;48.218134;11.879385
NOBE;49.45579;10.355976
NOTS;49.50775;11.339683
MOTF;47.911387;11.682121
AOF;53.805984;8.893989
AOBG;53.096853;9.13315
MOTG;47.92871;12.703593
MOTW;48.880872;10.818935
MOBR;48.063692;11.677795
HOTZ;52.487617;10.017114
KOV;50.93273;7.288817
AOS;54.392595;9.590516
MOYM;47.646152;10.458131
EPDK;51.716161;8.76126
EPDN;51.72807;8.758954
KPFF;50.961691;6.606998
MPD;48.44268;11.487263
SPZ;49.565064;6.371926
NPK;48.799641;12.899425
APF;53.981034;10.703056
HPAP;53.089706;7.386708
MPP;48.926405;10.964028
NPB;49.164355;11.723355
NPAR;50.038379;9.52399
NPE;49.969536;12.165956
NPZ;49.7587084;11.5475965
HP;52.318942;10.232145
MPEI;47.960102;11.776595
MPBG;47.797496;11.060279
MPBN;47.81568;11.077304
MPTN;47.801565;10.92667
MPTO;47.792955;10.936692
MPZ;47.749249;11.371875
MPRM;48.857554;12.437388
SPE;49.473163;6.369321
NPET;49.303656;10.745433
MPE;48.41345;11.469881
HLAD;52.368032;9.009813
TPG;48.532167;8.964701
MPFH;48.117794;10.451825
MPF;48.522433;11.511884
SPF;49.780319;6.68302
MPKI;48.429195;12.938169
FPD;49.634634;8.279654
TPF;48.84903;10.436925
NPEN;49.318401;10.739097
TPB;48.889464;8.667027
TPW;48.865147;8.676449
NPD;49.485791;12.167453
TPHM;48.893391;8.678158
MPFD;47.583591;10.561026
MPFS;47.566111;10.574572
MPFW;47.595701;10.557736
RPB;49.231621;8.454023
SPI;49.953435;6.625693
MPI;47.759543;12.91153
FPU;49.806223;8.607033
AP.APS;53.655179;9.797608
NPI;49.698809;11.097096
SPS;49.205645;7.598432
KPL;50.395204;7.393638
MPL;48.105303;11.413556
NPLF;49.1061083;10.9771657
EPLT;51.23193;7.868913
APLN;54.159479;10.422562
TPL;48.796684;9.595853
MPKG;48.406222;13.313164
NPG;49.288282;11.413685
APN;54.045654;10.671157
NPOE;49.229146;12.5429
HPOG;52.467307;9.453972
NPOI;48.931508;12.013836
MPO;48.171329;11.809438
NPMH;49.501463;11.513615
SPOM;50.169298;7.269836
APB;53.652183;10.094034
NPOP;50.100477;10.138786
HPTH;52.243423;8.920253
KPR.KPRH;50.882907;7.064724
KPW;50.858133;7.079266
MPH;47.96196;11.306475
NPOH;49.308921;11.358849
EPRA;51.821862;6.345534
APZ;54.233941;10.275752
NPS;49.76407;11.939142
NPR;50.348838;11.310824
NPRE;49.757306;11.170051
EPRN;51.58815;7.539692
MPR;47.855513;12.346615
APD;53.675291;9.760216
MPM;48.172179;11.353061
KPUL;50.998043;6.797051
MPUL;48.05898;11.521848
MPU;48.36339;11.707084
NPU;49.520762;10.828177
APU;54.50037;11.226721
EQLK;51.994101;8.476397
KQ;50.9377767;6.6865325
EQL.EQL O.EQL W;52.000487;8.460768
SQS;49.324855;7.059386
SQI;49.825988;6.704697
ARH;53.317873;10.289618
MRDD;48.514419;11.162269
NRA;48.874666;12.44307
HRAH;52.432902;8.623836
KDHL;51.133036;6.908277
MRN;48.696179;10.927514
NRAF;49.5042624;10.8459896
ARS.ARSW;54.280937;10.243694
MRAG;47.912076;11.114165
NRAH;49.374898;10.843549
MRAM;48.0524376;10.5897877
MRMB;48.01964;12.146704
SRCH;49.542131;7.444075
TRM;48.512467;10.191084
RRBI;48.488339;8.14567
RRBH;48.494864;8.139361
NRAB;49.111841;10.925378
RRN;49.534971;8.02113
NRSL;50.007928;11.593334
SRAS;49.448755;7.556715
FRAN;50.35673;8.983134
RRAB;48.852148;8.225065
HRST;53.2446;8.191011
KRAO;51.295185;6.863562
ARF;53.698215;10.740633
MRA;47.788506;12.110149
ERMA;51.033954;8.368242
RRMZ;48.644846;8.351408
FRA;50.009688;8.454498
TRB;47.784481;9.6061
MRH;48.892215;11.169457
KREC;50.5153;7.036344
TRC;48.239993;9.550904
HRFD;52.838685;8.391291
NRDF;50.019394;10.834038
ERFE;52.133696;7.564753
SRWH;49.607333;7.609151
NRCH;49.3038946;11.063742
NRZ;50.168831;11.207288
NREG;48.968625;13.136465
NRPF.NRPH;49.012057;12.049297
NRGF;49.122157;12.125142
NRU;50.250556;12.032457
SRW;49.48516;7.440581
NREK;49.3681362;11.0402137
FRHM;50.360145;8.874578
RRU;47.689346;9.125961
TRF;48.707971;9.463733
TRXS;48.762674;8.932027
TRCB;49.731129;9.91289
FRSA;51.154096;9.985977
NREI;49.51497;11.373441
MRCH;47.774638;11.635984
MRS;48.471197;11.510203
TRL;49.728514;9.527543
RRIN;49.216431;8.920591
SREI;50.025169;7.112949
RRHM;49.353966;8.778836
ARBK;53.508395;10.253335
ARD;53.83043;10.494537
FREI;49.829806;8.835689
ARE;54.181206;8.906647
RRSH;49.57797;8.720015
FRSK;50.597832;8.83093
NRF;49.771121;9.329719
EREK;51.801846;7.049956
EEBS;51.461673;6.953922
KR;51.177235;7.199983
KRG;51.169198;7.16303
KRLU;51.215323;7.242728
RR;48.59266;8.007138
FREH;51.254922;9.468667
SRE;49.25977;7.079065
NREN;50.0600937;10.8142054
HRTN;52.285807;9.819496
NREZ;49.905152;9.814214
NRT;49.840039;12.118438
TREW;48.492613;9.20185
TREB;48.49621;9.175442
TRES;48.515132;9.236915
ERHA;51.75127;6.948091
KRBL;50.628284;6.967911
KRBA;50.629213;6.947513
KRBE;51.542382;6.591944
KRBR;50.489493;7.333427
RRH;47.556923;7.784209
KRHO;51.401873;6.724108
RRHH;49.229156;8.415966
RRW;47.709532;7.531643
RRZA;49.119537;8.274166
KRHE;50.281519;7.620484
RRZM;49.114836;8.273291
RRZU;49.109366;8.273057
KRYO;51.137847;6.446169
KRHD;50.657876;7.210214
RRIH;49.167846;8.936554
ARL;53.999058;10.168318
FRID;50.459238;9.769765
MRDU;47.982581;11.097153
TRI;48.149595;9.484927
FRIE;49.647488;8.49595
RRL;48.151969;7.77085
RRIE;47.583157;7.652014
NRCK;50.091664;9.664138
RRID;47.569463;7.63347
SRI;49.244747;7.507438
ARY;54.541358;9.820489
HRIE;52.48472;8.010613
TRH;48.039008;8.782636
RRIM;49.627348;8.757296
RRI;48.248726;7.773037
ERIK;51.844383;7.689387
RRIT;49.217075;7.927918
HRIN;52.198936;9.077815
RRB;49.624722;9.291189
ARI.ARIS;53.583216;9.757057
HRTH;53.183633;8.753889
SRC;49.628385;7.81727
NRC;50.336986;10.778387
SROA;49.239238;7.631712
FRB;50.773991;8.205263
HRDK;53.399841;8.454794
FRO;50.267604;8.695803
NROD;49.21448;12.51574
NRTM;50.295736;11.050672
FRFH.FRFHW;51.154377;9.548372
MRMS;48.333318;11.44477
FROH;50.478451;9.74373
NROE;50.075097;11.994091
KROE;50.901549;7.182662
RRT;48.555465;8.397356
RROE;47.89283;8.290057
HROT;52.416173;10.52432
MRTA;47.620618;9.953543
NRTH;49.623543;11.995583
NRP;49.4794;11.231104
NRPG;49.483365;11.2461671
NRPE;49.491524;11.26149
KRST;50.898665;7.15927
MROH;48.298159;12.551407
RRST;49.138017;8.14152
MRFD;48.7213108;11.2586737
TRO;49.360833;9.341831
KROI;50.753181;7.01614
KROL;50.63138;7.206835
NRON;49.543716;11.335524
FROL;49.987985;8.846545
TROM;48.81554;9.319344
KROM;51.039933;6.69959
HRBG;52.323073;9.651786
FRON;50.946016;9.854425
FROS;50.298669;8.7008
KROS;50.796768;7.608767
TRBG;49.457583;9.471425
SROB;49.572112;7.623254
MROS;47.866304;12.104178
NRL;49.400694;10.898632
NRW;49.394778;10.885414
TRS;49.249393;10.030336
RRM;49.243385;8.65221
FROF;50.997855;9.733344
RRO;48.815822;8.3031
FRTN;50.601621;7.893375
NRO;49.241287;11.082508
RROG;48.819949;8.297131
RROW;48.811515;8.312054
NRBG;50.310565;11.773125
NROT;49.37669;10.1907
AROP.AHROO;53.538476;10.043953
MRT;47.988171;12.136133
TRR;48.234844;9.694364
TRT;48.47243;8.935548
NRTD;49.7921878;10.0290799
NRHN;50.166441;10.166333
TRG;48.16001;8.651078
TGOL;48.69691;9.02043
TRSA;48.14871;8.645609
ERUD;50.839125;8.144083
ARP;53.605968;10.033083
FRS;50.019628;9.057186
NRUE;49.491202;11.231788
FRDH;49.97689;7.915418
RRZD;49.15159;8.279365
RRZH;49.160871;8.290446
KRUN;50.995077;7.465132
NRLB;49.608738;11.231771
FRUE;49.991639;8.413583
FRUO;49988;8.400373
MRPD;47.762251;12.649033
MRUS;48.433647;13.334949
KRUM;51.398113;6.675979
EROL;51.277809;7.528306
FRUK;50.405284;8.15937
NRST;49.597437;11.480483
TRUT;48.790017;8.95955
NSL;48.90242;11.933195
SSO;49.230425;7.018788
SSB;49.242003;6.956526
SSAB;49.606455;6.557034
SSLB;49.516441;6.6075
SSLS;49.32783;6.750169
FSAA;50.59408;8.881774
NSA;49.29299;10.661498
TSA;48.961292;9.063158
RSAE;47.555857;7.94863
ASAG;53.08405;9.022394
RANS;49.208725;7.937192
TSAL;48.689398;9.737183
MSAL;48.81127;12.360541
SSMT;49.921684;6.839254
FBSS;50.280742;9.372053
HSAL;52.32325;7.350526
HEB;51.798169;9.922775
HSB;52.049824;10.372335
HSI;52.150101;10.441891
HSL;52.151155;10.33249
HST;52.180553;10.493609
HSW;52.150168;10.407398
ESZK;51.672875;8.600489
NSND;48.897143;12.672642
HSAN;53.489796;8.031519
ESDB;51.818371;8.986954
HSAK;53.054427;8.254993
ASDW;54.325749;8.758482
ESCI;51.353665;7.878844
FLSR;50.871196;8.756045
HSRD;52.2326;9.842592
ESAS;50.771569;7.915248
TSAT;49.178443;10.078155
KSA;50.622789;6.71266
MSR;47.974061;11.654774
TSL;48.013593;9.501083
MSGB;47.66609;11.025397
NGLH;49.4444576;11.1113539
SSU;49.22794;7.049237
MSFL;47.795471;11.684123
MSCA;48.059071;12.570982
ESMU;51.240588;7.532751
RSAL;47.955947;7.753888
ESCA;50.997584;8.293102
HSDL;52.267226;10.685403
ASAZ;54.018743;10.745762
ESMD;51.71179;8.64524
HBLB;51.619024;10.414607
MSC;47.927051;12.126724
TSEP;49.1618;9.434278
ASL;53.165825;9.496963
SSD;49.244018;7.057083
TSK;48.371699;9.735267
TSX;48.189232;9.829031
RSZL;48.308425;8.371887
HSCD;51.524738;9.04794
ESCF;50.791863;7.836636
KSEV;50.559662;6.59227
HSCI;51.9224;9.152475
SUZD;50.102659;6.602947
HSCB;53.084709;8.579004
RSDS;49.374089;8.377314
SSWL;49.363371;7.12934
RSCM;48.291284;8.344766
RSCL;48.291218;8.335093
NSG;50.0773;12.228749
HSCL;52.022364;10.550134
KSLA;50.807006;7.592264
ASW;54.499457;9.53814
RSG;47.761598;7.568937
FSBA;50.968783;9.201445
RSR;49.415309;8.760564
MSCS;47.735581;11.859586
ESHO;51.908542;8.610576
ESNS;51.749379;8.720845
RSLU;47.816868;8.177126
FSMU;50.456013;9.787847
KSMI;50.413239;6.552086
TSHM;48.362356;9.72038
MSCN;48.213046;10.978087
FSLM;51.156838;8.900261
NSMA;49.556978;11.34444
NSCB;49.641099;9.250801
NSNE;49.194325;10.178483
MLLS;48.054179;10.869641
ASDN;53.11057;9.798868
NSY;50.166202;11.073623
SSOF;49.636377;6.58097
FSCH;49.565924;9.067457
NSGN;50.049204;10.304913
HSWO;52.628178;10.634899
MSNG;48.14737;11.192051
RSOM;48.605345;8.369354
NSOE;50.199055;12.096647
HSPP;52.140692;10.772047
ESHM;52.069935;8.754951
MSDF;48.052848;11.089847
MSGU;47.812327;10.902459
MHP.MHPW;48.132961;11.5315
RSCH;47.64797;7.822674
TSPF;48.453711;8.547754
SSCP;49.358867;7.687317
TSF;48.80715;9.52631
RSCW;47.645541;7.801715
RSCS;47.6539;7.8333
TSCH;48.951125;10.11788
MSHN;48.565267;11.259237
TSZG;49.346916;9.974904
ASC;54.298863;9.747804
HSTT;52.31684;7.22061
NSC;49.326195;11.035351
NSCL;49.3382141;11.0445803
MSHH;48.300517;11.364758
MSMN;48.178688;10.768291
TSWA;48.92519;10.138893
TSHL;49.10821;9.733359
NSAI;49.471494;11.200442
TSWG;49.138366;9.05644
TSWK;48.86834;9.354943
FSTS;50.154354;8.52797
FSLN;50.15986;8.534777
HSWS;52.67888;9.624754
NSW;49.724702;11.992901
NSBS;50.220374;11.935887
ASWA;53.5038323;10.4847819
NSDO;49.392751;12.130637
SSWE;49.831062;6.740335
NSMT;50.040173;10.228786
NSST;50.046808;10.244297
NSWF;49.4005991;10.226984
KSWW;51.285646;7.269619
MSWN;48.65646;10.642895
RSCV;48.05977;8.535862
RSZ;49.383434;8.578679
MSDG;48.273193;12.249699
RSST;47.591019;7.870328
FSN;50.748892;8.252661
KSEC;50.795711;6.957454
RSEE;47.803516;8.191115
MSH;48.04137;11.19873
MSEG;47.655267;10.613981
MSEB;47.670984;11.16583
HS;52.391675;9.594314
MSE;47.822783;11.28703
SSE;49.906959;6.823421
HSEN;52.318075;9.962528
MSBD;47.857159;12.636777
NSN;50.178915;12.134605
NSS;50.174216;12.126305
NSP;50.188948;12.119884
NSLZ;50.316476;11.748405
FSEL;50.04146;8.967472
NSLI;49.85426;10.102454
ESEM;51.706644;7.453406
ESEB;51.693672;7.454609
MSED;48.324016;10.050502
ESEL;51.77024;8.713704
ESES;51.940582;8.567477
TSE;49.378762;9.380518
SSER;49.577132;6.569981
TSER;48.958916;9.018508
NSF;49.167648;11.628123
FSG;50.241906;8.646005
NSE;50.20982;11.868771
NSYB;49.894417;11.705542
RSIB;49.20927;8.042565
ESIH;51.257761;8.473835
KSIB;50.793915;7.203026
NSDF;49.50635;10.875519
MSGD;47.821827;12.646006
RSIS;47.760737;8.827046
ASID;54.068523;10.769108
SSBG;49.361696;6.665362
TSY;49.297435;9.305336
TSID.TSIH;48.068901;9.260935
ESIL;51.22367;8.481124
NSHU;49.598459;11.341671
FSMH;50.936918;8.704856
TSI;48.703891;8.999075
KSID.KSIU;50.903707;6.681106
FSL;51.058605;9.323773
FSI;50.649827;8.324932
RSM;49.250353;8.8751
KSIZ;50.546982;7.258279
NSIH;48.990796;12.037653
RSIN;47.795587;9.095524
SSOB;49.78285;7.649816
RSL.RSLV;48.987754;8.543543
ASOE;54.716662;9.669912
RSZM;48.75988;8.158429
RSZN;48.770819;8.169792
KSS;51.163206;7.128182
FSOL;50.545585;8.406693
MSO;48.891987;10.993983
ASON;53.001364;9.861013
KSGR;51.163899;7.079004
KSM;51.16574;7.088716
ESON;51.073085;7.842578
TSOD;48.36696;9.618849
RSOH;49.194981;8.360272
MSHM;48.0118096;10.346939
TSON;48.559324;10.284863
MSF;47.513241;10.272344
FSON;51.072153;9.930934
AS;53.101242;9.25003
MSY;48.108085;12.209744
TSP;48.068987;8.740147
TSPM;48.078502;8.730425
KSPA;50.255544;7.645473
FSPE;51.377458;9.563559
SSPE;49.929184;6.615911
NSKN;49.528639;11.336992
RSPN;49.333592;8.419263
RSP;49.324119;8.427949
KSPI;50.826727;7.114916
ESPR;52.041513;7.619982
FSPO;50.015201;8.68874
FSPR.FSPRN.FSPRS;49.858947;7.981795
HSPR;52.21515;9.556238
MSAB;47.964133;11.105359
ASP;53.309429;9.812245
RSGO;48.123813;8.341955
FSGO;50.150155;7.714587
FSGH;50.156035;7.714246
RSIG;49.341268;8.668715
SSI;49.274763;7.110814
MKL;48.243747;11.882965
MMG;47.708899;10.325539
ASD;53.98962;9.118006
MOTN;48.094544;11.04839
SSTO;50.069788;6.601076
SSWD;49.466952;7.165293
FSTA;50.825432;9.015278
HSHG;52.332837;9.189426
ASHS;53.549465;9.984804
NSPO;49.783595;9.410979
FST;50.39953;8.04595
NSFN;50.108258;10.994239
MSTA;47.782064;11.329019
SSTB;49.239171;7.456623
NSM;50.154633;11.704894
MSNO;48.005975;11.347386
MST;47.995963;11.34367
SSTH;49.780582;7.693103
HSTF;52.907428;10.592702
NSWH;50.31626;11.796809
MSTN;47.985354;12.546124
RSNA;48.298992;8.056469
SSTA;49.316247;7.651484
FSA;50.314349;9.443162
NSD;50.441648;11.382922
MSA;48.061184;11.206812
FSFZ;50.44842;7.938888
RSTN;47.641604;7.741561
ESBS;52.011416;8.436453
HSFD;52.592797;8.198151
ESTG;52.017419;8.420787
FSHM;50.121369;8.906852
HSTM;51.868177;9.088447
MSHG;48.083487;12.031284
EGRK;52.123249;7.375921
RSTE;49.120844;8.130696
RSS;49.235822;8.907978
SSTW;49.454175;7.524785
ASTE;53.387699;10.109023
FSTZ;50.312868;9.625417
FSZH;50.861554;8.708698
TSTD;48.022814;8.872354
TSHG;49.136913;9.014726
MSTS;48.027663;10.43604
TSTE;48.811924;9.35245
ESKA;50.977961;8.09223
NSOK;49.919576;11.666718
MSD;48.093258;11.400845
FSTH;50.540536;8.325365
NSTH;50.306822;11.282133
FSTK;49.976627;9.063369
FSTR;49.809433;8.47244
KSTT;50.764259;6.230538
KSTR;50.768554;6.229845
KSTS;50.784904;6.219012
KSTM;50.773589;6.223898
KSOM;51.018092;6.752466
TSGZ;48.134881;9.127085
KSTZ;50.6341994;6.8110621
MSMS;48.711321;11.050315
TSTR;48.178747;9.087718
NSK;48.833615;12.720746
NSU;49.84555;10.96167
ESTU;50.78144;7.973309
HSUB;53.405793;8.780519
RSTU;47.74703;8.451368
TSN.TSNR;48.803769;9.188026
TFL;48.690648;9.19263
TSC;48.801377;9.217531
TSFE.TSZ F;48.813673;9.169382
TSOM;48.762013;9.267889
TSRO;48.717902;9.108328
TSSM;48.81527;9.248327
TSU.TSUH.TSU P;48.779751;9.250569
TSV;48.726279;9.113226
TSZ;48.829415;9.166739
TSOS;48.737651;9.116774
HSUD;52.904892;10.43279
ASU;54.349605;10.091264
ASUE;54.637409;9.770907
ASDD;54.198185;8.911247
ASDF;53.581122;9.797519
TSUE;49.14855;9.340458
NSUE;48.884159;12.356769
ASUP;53.315903;9.855154
ANBS;54.870997;8.889327
TSD;48.683641;9.76028
TSUL;48.366485;8.636748
TSUS;49.145063;9.351457
MSBH;48.454689;13.382017
NSUZ;49.917973;9.146531
TSBM;48.999461;9.500409
SSZ;49.299561;7.055062
SSZA;49.312078;7.078876
FSZ;50.129833;8.527989
FSZN;50.139399;8.518195
NSR;49.499478;11.739277
NSRH;49.489036;11.775299
MSUG;47.675214;10.363935
RSFD;49.108173;8.852544
HSYK;52.91616;8.809786
ESYL;52.026884;8.765529
ESYH;51.77176;7.226526
STB;49.5526606;6.60081983
MTCH;48.078747;12.567336
TTM;48.921605;9.125828
TTA;47.994955;10.09692
MTPF;48.679208;10.694078
ATP;54.664815;9.398599
ATAT;54.322847;8.709512
TTB;49.623632;9.658294
MTA;48.819238;11.275691
MTU;48.051552;11.609252
MTO;47.849397;12.834452
ETEL;51.981193;7.780876
STS;49.688479;6.462523
RTMU;48.128777;7.824408
NTRS;49.02939;12.991538
STWF;49.261374;7.578141
TTL;48.432982;10.047853
MTMA;48.26651;12.04746
NTAS;49.622265;11.937845
RTG;47.745502;8.7043
STN;49.518978;7.448373
ATHS;53.644372;9.813837
NTHM;49.877985;9.840298
KTH;50.358808;7.27708
ATB;54.219487;9.019229
ATK;53.531225;10.065591
RTI;47.635471;8.272003
MTSK;47.874557;12.633438
ATIM;53.994212;10.76227
RTIT;47.903402;8.155069
MTG;48.259015;12.59487
ATG;54.314139;8.937601
ATM;53.697313;9.71497
ATST;53.272046;9.732013
STT;49.951565;7.120722
NTB;49.801467;11.894621
FTH;50.45059;8.910969
RT;47.665238;8.436804
MTRD;47.838373;12.639879
MTRT;47.965068;12.589768
NTG;50.0653281;11.5522903
FTRE;50.009042;7.852359
HTRI;52.509506;10.57824
RTR;48.140004;8.236806
NTRI;48.969669;13.052686
STRS;49.7446305;6.63668633
NTF;49.200919;10.679144
TTO;48.838365;10.401823
KTR;51.413489;6.669107
TTR.TTR H;48.087664;8.585154
MTSB;48.024737;12.555646
TTW;48.520045;9.038249
TTD;48.503486;9.05059
TTLU;48.524048;9.094876
MTFD;48.104725;11.077277
MTLG;48.212319;12.588701
MTUL;48.082865;12.060049
TTUS;47.987335;8.801166
MTZ;47.907142;11.27289
FTW;51.33626;8.964011
HT;52.79188;8.644832
EUBD;51.988447;8.637579
RUW;49.167021;8.623335
KUBP;50.924336;6.097265
RUEB;47.769269;9.145642
MUS;47.822047;12.487338
RUEM;47.769101;9.162853
RUEN;47.754859;9.188144
SUG;49.995933;7.004806
TTUG;47.964663;8.781233
NU;49.551264;10.242887
MUF;47.72015;11.158954
TUH;48.708605;9.585528
FUR;50.010673;8.142584
TUO;48.407159;9.994631
TUDT;48.36634;9.940355
TU  F;48.402726;9.958849
MURO;47.805741;12.326966
RUN;47.881166;8.397886
NUDF;49.02714;11.939138
NUND;50.199537;11.752578
FUNG;51.124656;9.218971
KUN;50.602992;7.219678
EUK;51.55328;7.687808
FUKO;50.654168;7.888829
MUAG;47.617464;11.030051
NUA;49.416691;10.98539
MUA;47.922956;12.697808
TBB;48.822439;9.912807
TUE;48.452989;10.100191
MUFG;48.19031;11.646772
TUG;49.265104;9.222779
RURB;49.087651;8.54829
MUH;48.064962;11.612359
MUHN;48.716773;11.100288
NUT;49.213517;11.056154
TUK;48.815008;10.126493
HUNL;52.834315;10.299906
TUJM;48.524681;8.981736
TUJS;48.523306;8.988261
MUG;48.12887;11.364023
TURB;48.826858;8.711284
NUST;49.968884;11.689862
NUS;50.129846;11.528122
SUSZ;49.522537;7.663654
AUP;54.838594;8.862821
TUCK;48.494155;9.386901
TUC;48.491244;9.396483
TUA;48.804956;9.573734
FUCH;49.975137;8.798159
KURF;50.512369;6.580173
KUR;50.402613;7.509072
KURR;50.4184173;7.52799511
MURS;47.835815;12.33869
TURS;48.550144;9.894569
HUS;51.654481;9.65524
FUS;51.280542;8.67014
MUTG;48.022741;11.093969
NVA;49.517572;10.986146
TV;48.948118;8.957632
KVA;50.399645;7.609821
HVA;53.399098;8.150187
AVF;53.199049;10.555558
MVS;48.104109;11.76438
HVEC;52.257212;10.35976
HVCH;52.728904;8.280367
AVLS;53.521703;10.013313
EVLR;51.300124;7.101725
NVE;49.831432;9.876196
NVN;49.610808;11.518333
FVOE;51.35426;9.460796
HV;52.920818;9.237855
KVET;50.743072;6.602616
FVI;51.100937;8.83307
FVR;50.39562;8.186885
MVSB;48.447384;12.3475
NVK;49.615629;11.801058
NVI;48.629551;13.190867
HVIN;52.424043;9.707729
HVIS;52.980059;9.566642
HVLO;52.1718;8.86419
FTHA;51.217442;8.895033
MVRN;48.279088;10.083628
HVOE;52.335731;10.167325
EVD;51.597541;6.688813
SVO;49.438535;7.706011
MVG;48.739125;11.60735
HVOL;52.101681;9.582677
FVA;51.407567;9.117226
EVOK;51.359889;7.872214
HVOP;51.660967;9.737822
HVHP;52.64804;10.656384
EVRD;50.980421;8.143094
EVRO;50.989929;8.127215
NV;49.5626732;11.4932942
RWCH;49.4393;8.191152
FWAM;49.635362;8.168439
MWAE;48.033567;11.712731
FWAE;50.253958;9.295828
NWAF;49.261541;12.675032
TWHF;49.137249;9.697115
FWFK;50.014915;8.235108
RWG;49.248186;8.508313
MWGN;47.931617;12.727085
EWAL;50.758416;8.053783
HWAZ;52.608002;10.606954
TWAL;49.209151;10.063117
NWA;49.967293;10.116027
AWK;53.866266;10.365956
TWG;49.202537;9.658699
NWDH;49.98272;12.057267
SWAB;49.288555;7.652035
TWY;48.789185;9.637927
RWA;48.095691;7.957245
NWKN;48.737164;13.60658
NWLM;49.377886;12.696007
MWKG;48.202953;12.408022
RWU.RWU S;47.621368;8.219526
SWL;49.5588;7.129374
TWH;49.010941;9.152118
HWKD;51.584876;10.608814
FWF;50.001339;8.580811
RWDN;49.578023;9.367542
NWLD;48.740644;12.743464
FWAH;49.832648;8.049458
MWHN;48.150218;10.980995
MHSN;48.291106;11.455487
MWKN;48.260872;11.970421
KWAP;50.5325118;7.07847834
HWSR;52.864855;9.600906
EEHT;51.431214;7.102741
AOW;53.586385;10.12305
