DS100;Breite;Laenge
NBUT;49.342474;11.309307
NBWH;48.990425;12.146713
SSHI;49.243611;6.944932
KDEM;51.202058;6.838607
NBT;49.7993973;11.0137296
FBZ;50.431156;8.669517
ABX;53.470491;9.688314
ACD;53.768071;9.058163
NCA;49.460649;10.863611
HCAL;52.427559;10.624914
FCLD;50.85297;8.670244
TCA;48.776481;8.571132
FCA;50.296433;8.255036
ECP;51.735268;7.61108
ECA;51.573526;7.30398
ECAS.ECASP;51.5503;7.310186
ECME;51.527932;7.324314
NCH;49.221869;12.656832
NCHA;49.196718;12.745258
NCN;50.2714929;10.9648704
ECOH;51.898454;8.200835
HCLP;52.843996;8.055763
NC;50.2629273;10.9573281
NCNS;50.2780001;10.951277
SCOC;50.153092;7.166738
SCN;49.24528;7.427916
HCOP;52.119521;9.537588
ECFS;51.951269;7.165836
NCR;50.227174;10.982246
NCRE;49.84947;11.628443
ACV;53.8609;8.703431
MDA;48.254652;11.44426
MDAS;48.266661;11.439761
EDHL;51.303377;7.527898
EDAB;50.970432;8.053456
KDAM;50.385752;6.550382
ADL;53.169266;10.708804
EDAK;51.25186;7.517001
KDAL;51.149008;6.178209
RDL;49.388078;9.18755
ADB;53.104997;11.117734
MDAR;47.8707982;11.7772526
FDN;49.892136;8.654311
FDO;49.874743;8.673867
FDS;49.855426;8.636586
FDA;49.9134144;8.64555359
FDE;49.813922;8.62582
FDK;49.906826;8.679359
MDAG;48.386243;11.052165
KDAT;50.80916;7.546252
FDAL;49.861045;8.687527
ADH;53.852459;9.680659
SDF;49.875969;6.639911
FDSU;50.326866;7.758212
EDVB;51.817943;7.598146
HDEH;52.432215;10.23873
HDED;52.407049;9.521252
EDED;51.672359;8.398281
NDG;48.83944;12.949727
RDM;49.408349;8.192634
NDE;49.203996;11.515572
MDS;48.019539;11.583597
TDLM;48.108374;8.611586
SDE;49.227782;7.469169
SDEO;49.238869;7.478162
SDBO;50.123918;6.600406
RDZ;48.068625;7.881434
KDEK;50.704964;6.81683
KDEA;50.529648;7.041527
KDEB;50.457225;7.783693
EDTM;51.940745;8.872859
NDEB;49.788146;10.090359
TDTUL;48.529216;9.336896
TDTUF;48.523174;9.351257
TDTUG;48.514061;9.35804
FDET;50.042556;9.036807
HDEM;52.156721;10.660757
NDN;49.04164;11.914918
EDEU;51.713087;6.97079
NDIE;50.128683;9.83766
ADT;53.568569;9.93426
MDID;48.35609;10.776823
HDIP;52.604771;8.380334
MDIN;47.950818;11.10754
FDHM;49.841354;8.35714
NDT;49.556882;10.543103
MDRD;47.812866;10.290481
FDZM;50.017246;8.78899
FDZ;50.008064;8.785541
FDIZ;50.370127;8.01962
FDIO;50.376044;8.038587
FDZS;50.02524;8.792627
FDBT;50.801821;8.20377
MDIL;48.581255;10.489167
MDIF;48.641606;12.48687
MDKS;48.3422254;10.5880022
EDIN;51.567458;6.73803
SDIR;49.415386;7.012377
HDBR;52.11192;8.185298
TDIH;49.598233;9.683508
TDM;49.607964;9.674912
TDI;48.823611;9.06705
RDOA;47.940577;8.501819
RDGN;47.893654;8.441107
NDAU;49.961392;11.655966
RDOF;47.963356;8.47562
RDOG;47.983052;8.471824
NDOE;50.282751;10.997756
RDOM;47.952541;8.488955
HDPH;52.970405;7.354509
HDVD;52.846407;9.246334
RDRN;47.608887;8.167356
HDOG;52.417153;10.181657
ADR;53.545425;9.55808
MDO;48.871425;11.079009
MDFN;48.267048;12.159686
HDMK;52.899139;9.771305
NDP;49.779377;9.38216
FDH;50.352702;8.79051
EDOH;51.532623;7.402353
KDO;51.099495;6.814837
KDBW.KDBWN;51.077045;6.838171
FDOH;49.877507;8.493656
TDS;48.472061;8.494726
FDW;50.207503;8.751145
EDSH;51.538373;7.536564
EDLS;51.500735;7.334177
EDKK;51.518768;7.537458
EDMB;51.507157;7.451706
EDOO;51.561495;7.377731
EDST;51.507828;7.468764
EDTP;51.478193;7.461995
EDWH;51.490728;7.457573
EDAP;51.490151;7.553189
EDAU;51.484437;7.549982
EDOF;51.548334;7.380213
EDAM;51.526219;7.583839
EDBA;51.476954;7.431298
EDBH;51.519036;7.327477
EDBK;51.520757;7.550083
EDD;51.567716;7.528822
EDOL;51.51929;7.412863
EDHU;51.533667;7.415095
EDKD;51.547075;7.510105
EDKH;51.464241;7.457764
EDKO;51.51343;7.51537
EDKR;51.458332;7.415529
EDKU;51.556979;7.585291
EDLH;51.451655;7.447228
EDLN;51.508523;7.342401
EDGM;51.498124;7.363728
EDMR;51.514462;7.374408
EDMS;51.507984;7.387479
EDMG;51.570345;7.374374
EDRA;51.525728;7.395252
EDSO;51.49546;7.589205
EDWI;51.53393;7.62466
ADO;53.688743;8.575801
NDM;49.547496;10.522573
EDSM;51.49601;7.350084
FDCH;49.998468;8.708693
KDRN;51.045683;6.152515
EDRS;51.799158;7.733609
HDRY;53.018425;8.871103
KDUK;50.984815;7.103496
FDU;50.010661;8.884482
SDUW;49.277299;7.027351
KDUL;51.257149;6.33793
RDBG;49.023952;8.648181
MDHR;47.993954;11.736607
KDFS;51.2119748;6.78905725
KDF;51.278517;6.766979
KDV;51.210138;6.791978
KDW;51.228447;6.798173
KDZ;51.236962;6.796924
KDBE;51.162293;6.878931
KDBH.KDBI;51.207994;6.775578
KDD.KDDH;51.247624;6.794512
KDE;51.20267;6.851927
KDES;51.198072;6.836128
KDGA;51.143626;6.897675
KDGE;51.220361;6.863933
KDOB;51.208047;6.808678
KDR;51.264124;6.821063
KDRM;51.261136;6.808398
KDRH;51.180782;6.860953
KDU;51.276732;6.788783
EDSL;51.401781;6.773206
KDHA;51.21077;6.740335
KDFL;51.2262413;6.81028426
EDBU;51.382919;6.775406
EDGR;51.364774;6.77747
KDVS;51.210208;6.760431
EDHD.EDHP;51409;6.753408
EDRM;51.346835;6.779924
MDUH;47.696452;10.343797
RDRM;48.928904;8.272631
TDU;48.452408;9.058444
FDTH;50.56445;8.598905
NEE;49.982672;10.669614
NEBH;50.131305;10.13804
MEBS;47.978686;11.453608
MEBH;47.814818;10.618479
NED;50.068731;10.954725
NEBM;49.776801;11.186873
MEBM;48.75621;10.71096
NEB;50.094163;10.796719
TEC;48.71612;9.526582
MEG;48.07497;11.970243
NEC;50.224271;11.064643
RET;49.564004;8.108237
NEG;50.001535;10.913846
REBR;47.96036;7.76818
HEBS;53.017192;10.41695
AECH;53.337006;10.537198
MEC;48.302992;11.616754
FEZL;50.390719;8.891312
TETD;48.692152;9.169164
TEI;49.152317;9.936645
AEC;54.4676;9.835115
NEMN;49.215472;11.137947
FED;50.039492;8.456741
TED;49.513025;9.743113
REK.REKH;49.282053;8.14062
FEDN;51.129568;8.871803
REH;49.263736;8.139075
SEE;50.104697;7.139598
FEDI;50.632166;8.322823
MEDL;48.058479;12.163234
FEF;50.338192;9.007483
REF;47.655619;7.563918
FEGB;49.9691127;8.6536324
NEGE;49.464638;10.887385
HEGT;52.278585;9.514485
MEFM;48.406215;12.767068
MEGF;48.403956;12.748669
MEGK;48.395762;12.445956
MEGM;48.836497;12.182192
NEO;49.775493;11.0361421
MEGL;48.082348;11.864291
MELG;48.1908641;10.9765041
TEH;48.285677;9.72434
EELB;51.98127;8.741243
HELH;52.523609;10.029596
SEGO;49.8093477;6.68832421
TEHN;48.662682;8.94426
KEHR;50.17572;7.571324
FEGN;51.379528;9.154619
EERI;51.662813;8.44926
FEHH;50.70878;9.101862
FEHR;50.595066;8.383841
EEHS;50.973864;7.977934
FECH;50.255947;8.917491
MEIC;48.179324;11.328277
FEIZ;50.494012;9.694717
EEHG;51.059167;7.836871
REM;49.432439;9.290317
MEB;48.869879;11.16365
MEST;48.893296;11.179602
KEIL;50.785561;6.154367
HEIV;52.545215;9.428147
REI;47.627948;7.5956
HEBM;51.8185308;9.87529278
AEF;54.129373;9.997923
SEF;49.431002;7.662227
MEZT;47.796273;12.638301
SEMA;49.494721;7.456212
REIS.REISO.REISW;49.554483;8.070582
EEFD;50.847299;7.987071
TEF;48.696494;9.705147
REIW;49.516578;7.983562
MEI;48.815979;11.319259
KEIT;50.773619;7.447326
AEGS;53.602575;9.893738
HELV;52.211875;9.626528
NELF;50.14048;9.969109
KML;51.199625;6.472428
TBME;48.955288;9.123744
TELL;49.149952;9.316035
NEL;49.066228;10.959693
TEL;48.964121;10.129681
MELZ;48.34214;10.338371
TELP;49.473094;9.873427
HELS;53.234103;8.464026
NEF;49.552069;10.9963703
FELT;50.027562;8.12153
FELZ;50.414294;8.038458
FELS;50.408709;8.032223
RELZ;48.171194;8.070891
HEA;53.344469;7.186179
HE;53.369036;7.195176
KEMM;50.157673;7.560494
REMM;48.119454;7.847511
EEM;51.834175;6.25648
HEMK;52.162365;9.866201
HEMT;52.046413;9.382856
EEMP;51.798474;6.416712
HEMP;52.340157;9.668982
EEDT;52.17675;7.531528
NEK;49.55503;10.710412
TEN;48.813153;9.370228
MBEF;47.905066;12.301558
KENL;50.986719;7.407681
RENG;47.856347;8.772786
MEGH;48.473918;13.358696
TENG;48.297119;8.875219
EENP;51.304778;7.343533
SEN;49.302874;6.776015
FENS;50.616413;7.882353
TENT;48.552291;8.963007
TEZ;48.933883;8.799804
MENW;47.564142;9.665429
EEPE;52.183462;7.030087
FERN;49.669584;8.989963
SEP;49.408657;6.967189
FEPP;49.700063;8.162882
FER;49.945368;8.84236
FEP;50.139833;8.387643
FEPB;50.141396;8.364079
FERO;49.656712;8.989827
FERB;50.023269;8.094646
FERW;50.632114;7.90058
TER;48.325902;9.894833
MER;48.30346;11.912063
FEKW;50.571304;8.683241
TERD;48.948229;9.299405
SED;49.998685;6.570958
MEWG;48.333744;11.303305
TEG;48.489534;8.809857
MERB;48.693868;12.201874
EERG;51.424705;7.577534
TEK;47.628402;9.526672
KERZ;51.076564;6.32172
NERK;50.186624;12.141494
KER;51.220458;6.902412
KERN;51.229278;6.91064
NER;49.5958303;11.0016382
NERH;49.5699191;10.9971428
NERS;49.579293;10.99939
NERL;49.803633;9.154436
EEK;50.991234;8.255317
MERG;48.733309;11.573292
FERH;50.979301;8.731617
KERP;50.582064;7.241594
RERO;49.488326;8.210697
TERS;48.930657;8.63856
FEZS;49.9508678;8.65099311
RERZ;47.659541;8.430123
HESH;52.299746;7.655968
FES;50.143618;8.560971
FESS;50.133563;8.578487
HESD;52.740784;10.230135
TESU;49.143785;9.402735
NESU;49.575385;11.198618
NESB;49.482234;10.671636
MECH;47.601745;11.187945
FEN;50.393586;8.10492
FEG;51.191754;10.042586
KE;50.813532;6.251937
KEW;50.817712;6.251721
KET;50.814759;6.263203
KEN;50.812827;6.293846
KWEI;50.824174;6.320318
HEKP;52.378688;8.613358
FONH;51.196291;10.008073
EESA;51.422853;7.023296
EESD;51.439295;7.023098
EENW;51.454497;6.979798
HESN;52.723882;7.945437
EEAL;51.48437;7.007252
EEBE;51.480396;6.977111
EEBB;51.473103;6.948461
EEDL;51.487923;6.922269
EEDO;51.487604;6.927211
EEIB;51.441814;7.109691
EEFO;51.455113;6.965285
EEGE;51.483036;6.943309
EEHU;51.404501;7.008243
EEKB;51.493609;7.046744
EEKN;51.46943;7.080476
EEKS;51.458055;7.074655
EEKU;51.390945;7.080247
EESO;51.444201;7.088561
EEUE;51.428541;7.068716
EEWD;51.386828;6.997845
KESJ;50.834502;6.201387
NEN;49.943101;10.085225
TE;48.73881;9.30008
TEME;48.747083;9.27583
MESH;48.361118;11.445108
HETL;52.999203;9.123745
NET;49.030609;11.978031
RETL;48.947182;8.387878
EEZB;50.7813234;7.68865943
NEW;49.525525;11.586408
NEZ;49.628817;12.098291
TEU;49.501732;9.538015
NEU;50.149535;10.027633
AEU;54.135343;10.610123
TEB;48.909846;8.743772
EGVA;51.336964;7.377884
TEY;48.446288;8.783101
HETR;52.783369;9.23139
FFAN;50.361781;7.992566
AFK;53.943962;10.253159
RFN;47.66156;7.839425
HF;52.423496;10.717325
HFAL;52.862925;9.700233
MFCH;47.53097;11.11486
MFP;48.079713;11.609378
NFCH;49.786932;9.437614
TFAU;48.710807;9.616047
TFV;48.909209;9.180233
NFZ;50.364324;11.934034
MFA;47.946938;11.290224
RFB;47.871444;8.098294
EFEL;51.614953;6.973216
MFK;48.151846;11.732103
TFE;48.820049;9.269978
EFER;50.959453;8.009227
AFEB;54.309847;9.947018
NFT;49.381947;11.204207
EFEU;50.940797;8.329337
TFI;48.987346;9.700763
FFI;50.238894;7.583509
TFIL;48.676493;9.217709
MFNS;48.389993;10.026228
NFTO;49.376032;11.220502
NFIH;49.41334;11.17407
SFC;49.304744;7.031132
SFWB;49.738901;7.404671
MFBU;47.7056536;11.9335395
MFN;47.456591;10.271717
MESG;48.212196;11.317322
MFIN;47.7062601;11.873281
KFLH;50.197925;7.577889
RFL;49.084595;8.782727
FFD;50.421382;9.576616
AFT;54.243349;10.062913
MFLI;47.724252;12.128024
FFH;50.017211;8.431013
RFLO;49.513958;8.333801
SFOE;49.857099;6.767531
NFOE;50.207519;11.910685
NFDF;50.392901;11.350128
RFCH;48.680399;8.361491
RFM;48.964785;8.338934
NFO;49.71707;11.069859
RFTS;49.522649;8.349558
TFB;48.975445;9.642498
KFOS;51.303412;6.503498
MFOS;48.081864;12.091448
NFH;49.591698;11.221457
TFOS;47.651706;9.502018
FFRG;51.064998;8.799326
FMUL;50.101609;8.701504
RFST;49.438867;7.969802
FLBF;50.102171;8.693025
FFO;50.112574;8.70864
FSP;50.068228;8.633247
FFS;50.099365;8.686457
FFW;50.118864;8.639335
FFBK;50.176486;8.697827
FFBS;50.170266;8.676551
FFES;50.158583;8.655431
FGM;50.094334;8.606394
FLS.FLSS;50.083956;8.670369
FFMK;50.134603;8.767437
FFND;50.102519;8.570734
FNI.FNI S;50.081283;8.637075
FFAW;50.098558;8.528732
FRH;50.124615;8.607026
FSIN.FSINO;50.087497;8.512259
FSO;50.115074;8.553526
FFZH;50.090124;8.506011
FOST;50.112562;8.696987
FSTL;50.094438;8.671248
HFRE;51.927787;9.899006
TFG;48.930107;9.197796
RFW;48.0288;7.81086
RFHE;48.008237;7.850973
RFLT;47.981672;7.895133
RFSG;47.975496;7.803006
RFWI;47.982413;7.854127
RFZ;48.024363;7.863734
EFRE;51.366422;8.169484
MFHD;48.384704;10.5022
NFR;49.4015378;12.0193553
NFRE;49.627221;11.902879
RFK;48.005562;7.842755
MFR;48.395195;11.744539
HFST;52.213749;10.909994
SFF;49.410083;6.647867
MFLH;47.831449;12.968067
AFN;53.842599;10.390584
TFSI;48.464967;8.434941
NFM;49.743755;9.317981
TFSZ;48.467406;8.421419
TFSS;48.467566;8.410694
EFBU;50.815983;7.897253
NFY;48.802843;13.548351
FFRN;50.504908;8.030676
TFD;48.031822;8.93606
MFDF;47.984203;12.799689
MFDB;48.352043;10.982487
FFN;50.671607;8.710961
FFRD;50.857459;8.560747
HFRI;51.421562;9.914746
FFL;50.896879;9.743325
KFWH;50.802044;7.159382
FGS;50.320279;8.747646
AFBG;53.576328;10.057433
FFRI;50.25249;8.644776
EFFD;51.628486;6.645499
TFH;47.651208;9.482819
TFF;47.672481;9.417383
KFGN;50.3119546;7.65073299
AFD;54.377487;9.079258
RFTL;49.1009702;8.47413898
SFI;49.320061;7.08913
NFSB;49.962598;11.627833
TFFL;47.672213;9.523714
TFLA;47.657146;9.451988
RFH;48.381589;7.862948
RFRT;48.481805;8.376926
KFRI;51.045701;6.566475
FFZ;51.125223;9.282089
EFRM;51.499263;7.735929
SFIM;49.32716;7.093916
TFR;48.244034;8.872122
FFRL;50.706333;8.698651
FFUR;50.430492;8.253138
MFB;48.171656;11.262148
FFNW;51.380359;9.359567
MFZL;48.51318;13.333817
NFWS;49.4690305;10.9714794
RFUE;49.648534;8.781003
NFBB;49.491033;10.923627
NFDB;49.46074;10.970196
NFUB.NFKL;49.4833145;10.9670269
NFUF;49.474914;10.957532
MFSN;47.570497;10.697813
NFW;49.309812;12.838811
MFU;48.035521;11.593281
MGAL;48.463417;10.850752
TGT;48.641122;8.909113
TGFD;48.559661;8.850308
RGG;48.805772;8.319977
TGAW;49.003822;9.753892
MGH;48.798789;11.36979
MGAI;47.737467;11.575401
SGSZ;49.43549;7.744124
TGAM;49.698297;9.59558
HGKE;53.035251;8.542777
EGAR;51.321459;7.839903
FGA;50.540288;8.745273
MGA;48.130371;12.57299
AGD;54.327014;8.783783
MGP;47.491452;11.097013
MGPH;47.483487;11.092343
MGS;48.14754;12.29855
FGBM;49.840292;8.020291
TGRN;49.6344384;9.85445201
RGBA;48.686753;8.362372
MGT;48.070658;11.376146
RGA;47.886408;8.661611
HGEE;52.598094;7.312044
RGHA;47.912445;8.678602
NGET;49.323354;12.681424
KGEK.KGKK;50.961039;6.124518
KGEH;50.77157;7.638667
MGLG;48.822392;12.392077
MGIB;48.109157;11.324847
MGHS;48.47396;12.248327
FGSM;49.985973;7.968804
RGK;47.905062;8.674345
RGSN;47.921342;8.653951
RGL;47.869173;8.654687
TGW;48.630766;9.821909
TG;48.619358;9.841941
MGEU;47.693887;11.966403
KGE;51.513289;6.319336
EGZO;51.537686;7.111104
EGBU;51.587245;7.050593
EGBS;51.549085;7.040156
EGHS;51.610858;7.066571
EGRO;51.492642;7.089009
TGEM;49.151295;8.984648
MGKG;48.69584;10.885159
MGND;48.179484;12.721098
RGB;48.404659;8.010192
FGEF;51.131122;9.43563
NGE;49.1833514;11.0161758
SGN;49.369979;7.049984
RGEM;49.219876;8.379305
TGES;48.805203;9.439753
RGES;49.208341;8.373755
TGEH;48.39972;9.806227
TGLH;49.580886;9.710612
MGLH;48.351332;10.037282
MGLD;48.212765;11.300378
RGS;48.768307;8.336714
FGHM;49.753598;8.4902
RGSD;48.763086;8.339042
TGN;49.686941;9.903994
FGFD;50.449413;9.914847
MGHF;48.42302;10.861193
FGTB;51.379732;9.804709
EGK;51.64523;8.510292
MGHN;48.333715;10.732382
FGGB;50.379191;8.885796
AGF;54.409893;9.978678
EGVH;51.324399;7.33976
KGVW;51.317276;7.313845
FGOG;50.588355;8.669138
TGB;48.620023;10.236994
HGIS;52.479774;10.54294
MGCH;48.105674;11.299598
TGI;48.661039;9.787826
FGIR;50.454329;7.902936
HGT;51.787337;10.203025
EGBO;51.575531;6.994813
EZK;51.59027;6.984424
SGM;49.470176;7.444848
NGLW;49.828571;9.152194
FGBG;50.313752;8.996016
KGL;50.971261;6.589633
AGST;53.788606;9.42832
KGO;51.681824;6.160862
RGOR;49.20685;8.076028
FGOE;50.597631;8.921448
AGH;53.167749;10.851118
RGOI;49.051803;8.739879
RGOE;49.044904;8.724715
NGOE;49.957306;11.700315
FGOZ;49.994216;8.7322
AGK;54.118755;9.470081
HGOL;52.800611;8.394579
FGDH;50.46142;7.873064
RGO;49.059704;8.660281
NGG;49.7044583;11.1092055
FGOF;50.868414;8.738249
NGOD;49.684959;10.025594
RGH;48.051653;7.727832
NGZ;48.958131;12.983435
RG;47.737401;8.77543
MGFL;48.119774;11.425571
NGFG;49.6416263;11.2503648
NG;50.118279;9.737162
FGRK;50.451905;8.250757
MGRA;47.667029;11.1374
RGNN;49.177958;8.494096
MGRL;48.199148;10.852411
MGB;48.043226;11.940423
MGRS;48.047217;11.962758
NGFA;48.889645;12.973322
MGF;48.132096;11.153259
FGSN;51.447238;9.420533
RGRZ;47.5509;7.659506
EGRV;52.089829;7.599341
EGVB;51.141781;8.017977
RGSS;47.628432;8.396003
FGRF;51.209958;9.448855
MGRZ;48.194919;11.374107
MGNB;47.882468;10.253715
RGM;49.226145;8.996902
FGRN;50.191529;8.783203
MGDF;48.118401;11.698619
FDG;49.912279;8.494709
FGKA;50.23184;8.753528
KFKO;50.936501;6.777846
FGRO;49.714066;8.476857
FGRU;49.865213;8.924171
FGAU;50.107054;8.943902
KGBU;50.686747;6.816188
HGBW;52.50682;9.858535
HGDN;52.09773;10.020077
FGRB;50.60574;8.782999
FGL;50.527851;8.661998
AGRO;54.36631;11.080779
HGRK;52.945057;8.241136
FGLR;50.592936;9.550001
NGRG;49.565031;11.172204
MGHD;47.94606;11.78126
MGOI;48.071068;11.530945
MGK;47.888827;12.084824
FGK;50.087726;8.982792
RGCH;49.509408;8.633746
NGRW;50.32719;10.849282
NGUF;50.227523;11.025858
MGRB;48.164523;11.782559
NGRU;49.357856;12.681653
FGRG;50.596589;8.959931
EGNO;50.777143;7.90235
EGNH;50.781656;7.891546
RGRN;49.573355;8.170781
TGRW;48.475399;8.460747
TGRS;49.604933;9.745447
TGC;48.81036;9.420029
SGS;50.340305;7.549171
MGKF;48.526159;12.033642
MGNZ;47.819599;10.439565
EGLO;51.906941;8.385071
KGU;51.023632;7.56631
RGDN;48.044025;7.874185
MGUF;48.548779;10.377186
NGD;50.279917;11.301455
NGU;48.94488;12.003553
RGUN;49.282933;9.15787
FGUH;49.690167;8.196596
FGUB;49.79198;8.351257
KGUS;51.067173;6.570011
RGTA;48.113325;7.988493
RGTF;48.271677;8.198572
FGX;51.204322;9.482159
RHAG;47.633233;7.680893
KHAN;51.18812;6.998018
MHR;48.111413;11.73115
KHAC;50.664001;7.822895
FHAD;50.447188;8.043453
AHNU;54.122809;9.414475
FHAE;49.73935;8.606664
HHAE;52.354704;10.110601
FHHF;50.418594;8.939159
AHAF;54.054189;10.742682
NHA;48.895859;12.214829
HHGH;52.57369;9.408946
KGVK;51.31993;7.327172
EHGI;51.352318;7.423087
EHGO;51.351114;7.478792
RHGB;49.01628;8.253223
NHBH.NHBU;49.536347;10.767799
NFTM;49.387913;11.260901
NHAG;49.885777;11.820045
FHGO;50.741208;8.201961
FHME;50.189671;9.150665
FHHN;50.04022;8.875611
RHAI;49.543058;9.326884
FHDT;50.078113;8.938135
FHAI;50.208634;9.226821
RHAM;48.290749;8.270454
MHMO;48.309167;11.714334
EHAD;51.772558;6.455832
HHAL;52.339122;7.945044
EHAL;52.057295;8.357729
NHAL;49.929551;10.885454
AHKS;53.630377;9.839092
RHL;47.612837;7.611683
AAI;53.63235;10.006646
ADF.ADST;53.560751;9.989566
AH;53.552736;10.006909
AHST;53.561762;9.949741
AA;53.552695;9.935175
ABG.ABG S;53.489832;10.206171
AE.AEN.AEST;53.595887;9.907097
AFIB;53.474731;9.819561
ANR.ANRS;53.474143;9.852048
ARAL;53.604857;10.154396
ASTL.ASTS;53.589843;9.918336
AWN;53.569971;10.077224
AWFS;53.498936;10.007006
AHAM;53.612143;9.368728
NHG;50.120041;9.882966
NHGO;50.115889;9.902111
MHAU;47.795883;12.946134
FHN;50.141433;8.925848
FHW;50.131949;8.908818
FHWB;50.143872;8.88325
AHAN;53.241693;9.844711
NHAP;49.500052;11.468355
HHBI;52.356456;9.769728
HHBO;52.350246;9.679538
HKL;52.373607;9.79061
HLEI;52.396853;9.6763
HLI R;52.352636;9.723114
HLGF;52.458725;9.699105
AHA;54.361971;8.962646
MHRG;48.778898;10.698455
HHRD;51.65902;9.826032
NHHF;49.496925;10.784726
HHAR;52.785123;7.301428
NH;50.027762;11.566273
HHRS;52.206496;9.965697
NHAR;49.416762;10.242238
MHHS;48.133502;11.387867
NHS;49.498858;11.554562
HHSB;52.241697;7.953967
RHS;48.28004;8.087975
NHCH;49.789335;9.482125
MHMR;48.223263;11.098784
SHSS;49.263323;7.171309
FHL;50.406593;8.495336
AHSB.AHSF;53.564711;10.056129
NHT;50.033323;10.509998
RHLO;49.371956;8.253396
RHAS;49.30403;9.154129
HHAS;52.379656;9.389097
FHAT;50.013663;8.0568
FHAS;50.067879;8.489638
KHAT;50.676034;7.776343
EHAT;51.400911;7.169865
EHTM;51.397198;7.180538
HHTF;51.646223;10.235999
SHZ;50.227678;7.413508
SHAM;49.199169;7.849564
SHAU;49.201394;7.830006
MHPH;48.180467;10.38243
SHPT;49.401974;7.490949
THAT;48.080408;9.027574
MHNS;48.101004;10.482517
RHSN;47.67931;7.846041
MHHM;47.750412;11.840257
EHBK;51.966713;7.407711
MHEF;48.416496;12.818533
THCH;48.359601;8.968775
AHEN;53.638716;9.228071
FHEH;51.362991;9.422727
FHED;51.392164;9.762144
NHED;49.569344;11.338705
EHE P;51.709195;7.831551
RHBF;49.398324;8.688749
EHEG;51.153517;7.963238
RHGN;47.706037;9.099572
RHBO;49.409995;8.774913
RHKA;49.415237;8.720887
RHKM;49.379389;8.675383
RHBP;49.411929;8.64157
RHI;49.10161;8.649483
THD;48.68017;10.156642
THDM;48.653279;10.160976
THDS;48.708281;10.15876
FHEI;49.997023;8.111318
HHEI;53.057093;8.680195
NHEI;50.02286;9.380805
THST;49.151601;9.220598
TTPS;49.140282;9.25257
MHEI;48.213359;12.609585
RHN;49.28566;8.393726
NHE;49.34595;10.791053
SHB;49.617676;7.231047
MHMK;47.628909;9.9021
KHEH;50.54745;7.174409
MHEM;48.158755;11.759659
FHEB;51.045739;9.664423
KHEBR;51.016244;6.182449
KHEBH;51.028841;6.182303
KHEBP;51.040615;6.174482
KHEB;51.065037;6.098881
TH  T;49.146273;9.22215
THSTI;49.155321;9.217886
SHZH;49.625703;7.606902
KHEBK;51.061774;6.10894
TNSK;49.170076;9.224687
RHE;47.879859;7.646194
NHB;50.2338;11.724351
RHSM;49.08575;8.651336
EHEP;51.97738;8.714725
EHMD;51.553942;7.803364
SHEM;49.353998;6.614569
RHCH;49.590869;8.648722
NHD;49.501412;11.38655
KHEN;50.773332;7.284592
EHNE;51.437155;7.646847
FHP;49.641553;8.633379
THTO;48.05357;9.433397
MHEH;48.529528;10.848027
RHRB;47.717003;8.664127
RHZ;48.223866;7.767638
THZ;49.281494;9.259824
THC;48.625634;10.170334
KHEC;50.771269;7.521349
EHCK;51.404806;7.432619
EHF;50.778301;7.953074
FHER;49.936802;8.916575
KHES;50.773156;7.313288
THMA;48.594584;10.258331
EHBO;51.554789;7.26835
NHER;49.5286137;11.1499214
NHEN;49.544582;11.146804
KHER;51.104316;6.367399
THE.THE Z;48.593991;8.862662
TZWE;48.584969;8.867661
THL;48.417731;9.89773
MHI;47.998849;11.170571
NHL;49.500462;11.435143
NHR;49.510073;11.423826
RHRT;47.549507;7.739663
RHXB;49.509491;8.190044
HHBS;51.654495;10.332804
EHEZ;51.880225;8.236268
FHZN;51.181224;8.884998
KMKW;50.885434;6.100999
KHEZ;50.870916;6.094486
RHBA;48.536689;8.398967
EHLN;52.068397;8.311956
HHSO;52.166873;9.243614
FHET;49.807596;8.983195
FHH;50.448397;9.814657
FHZ;49.594899;8.992856
KMK;50.886962;6.119504
SHR;49.878134;6.798385
MHEU;47.871195;11.96738
MHFM;47.877551;11.934356
FHEU;50.060069;8.802202
HHIS;52.15844;8.668239
EHIB;50.99226;8.107146
NHGN;50.210375;11.728323
KHIS;51.163682;6.937366
HHIO;52.146551;9.963169
EHIL;50.972778;8.071317
RHLT;48.739895;8.348683
NHP;49.188773;11.184146
HHIL;52.135256;8.152301
EHIT;51.904755;7.654281
AHPF;53.623301;9.310465
RHIM;47.958616;7.991356
NHIS;49.923438;9.808214
SHWP;49.201538;7.747673
RHIZ;47.906278;8.106033
MHRS;47.874416;11.950658
THI;48.734059;8.73679
NHI;49.8192614;10.9914458
MHFN;48.2898021;10.3622937
RHO;49.442668;8.896055
SHIH;49.515588;7.681008
KHIR;50.175075;7.648436
AHIF;53.403712;9.974525
AHZ;53.139158;11.038199
KHO;51.218832;6.944419
KHOM;51.216501;6.966684
THO;49.663812;9.633235
FHM;50.004253;8.350398
AHPS;53.56137;9.842076
SHY;49.443993;7.904244
FHD;50.14234;8.836714
NHM;50.1531325;11.1715293
SHST;49.763342;7.829096
SHS;49.798662;7.510962
MHWG;48.389121;10.298007
RHK;49.317414;8.537385
HHOD;52.766564;9.595056
FHTN;50.269767;8.923418
MHDT;48.618309;10.566218
THOE;48.79856;8.58104
THFG;48.814986;9.025315
MHSB;48.018465;11.719226
SHMB;49.243893;7.526028
